seed,step,firm_id,price,wage,capital,employees,max_employees,quality,marketing,profit,revenue,costs,inventory,production,sales,bankrupt
963652,1,0,38.96624319579584,35.20866852473599,90888.70346633358,10,10,0.27219306797389436,0.6497883616084722,4135.994966766984,4604.491294426044,468.49632765905955,0.0,118.16615913650185,118.16615913650186,False
963652,1,1,44.48686189254925,46.23857607483473,68565.86479658225,10,10,0.21216460350051808,0.25652960949817416,4845.2879591377705,5309.299487389759,464.0115282519883,0.0,119.34533616269684,119.34533616269687,False
963652,1,2,57.078567483379295,38.95447486453228,69943.75714150498,21,21,0.20522100814480587,0.512234967398266,13505.427637169592,14256.214109883358,750.7864727137667,0.0,249.7647495101313,249.76474951013137,False
963652,1,3,86.17841657213238,25.049729492996253,106181.72298258124,11,11,0.37010094947093014,0.5100941995732524,10680.081615149169,11187.770554782428,507.6889396332597,0.0,129.82102711782974,129.82102711782977,False
963652,1,4,43.028160658939484,38.00356345324705,55493.98162035004,14,14,0.2996233485032817,0.5386351614358706,6567.747037903499,7149.869012638372,582.1219747348725,0.0,166.16720080859244,166.16720080859238,False
963652,1,5,45.43263027143112,17.08174914452607,75584.22971907868,12,12,0.25417031506854765,0.2281500168400084,5894.80533829479,6412.990129590964,518.184791296174,0.0,141.15383791951774,141.15383791951774,False
963652,1,6,75.95721240185843,37.119803253486225,90697.39118238183,20,20,0.48494932356250725,0.4446263860583569,17196.756183995272,17985.14227284533,788.3860888500562,0.0,236.77991469320028,236.77991469320023,False
963652,1,7,84.93034266946079,42.79294442482806,112774.03298047889,19,19,0.4344229112599953,0.6320419871318789,18476.57903717578,19227.717712219634,751.1386750438537,0.0,226.3939730827617,226.3939730827617,False
963652,1,8,68.76246882235411,49.650188147635724,89779.73603115289,20,20,0.20782193685407313,0.4717778551192485,15729.822501872306,16458.263613284584,728.4411114122776,0.0,239.34951573370708,239.34951573370705,False
963652,1,9,55.41817332045012,22.113984147647972,59127.749338650996,14,14,0.20910629420519883,0.5928401396491246,8576.669584703091,9141.054775147488,564.3851904443967,0.0,164.94687983110234,164.94687983110234,False
963652,2,0,42.86286751537543,38.729535377209594,94757.4532910924,11,11,0.32219306797389435,0.7497883616084722,5094.774713908083,5598.0624441868,503.2877302787175,0.0,130.60401155332661,130.60401155332661,False
963652,2,1,48.93554808180418,50.86243368231821,73132.56610362942,11,11,0.26216460350051807,0.35652960949817414,5926.188077552615,6423.112037005192,496.92395945257704,0.0,131.25656682679545,131.25656682679545,False
963652,2,2,62.78642423171723,42.84992235098551,83962.61532180033,22,22,0.25522100814480586,0.512234967398266,15661.556472017046,16452.51309393395,790.9566219169054,0.0,262.03933884202297,262.03933884202297,False
963652,2,3,94.79625822934563,27.55470244229588,117921.04423023036,12,12,0.42010094947093013,0.6100941995732524,12869.977676956716,13412.389250645958,542.4115736892419,0.0,141.48648376180265,141.48648376180262,False
963652,2,4,47.330976724833434,41.803919798571755,61890.878311705426,15,15,0.3496233485032817,0.6386351614358706,7823.955488333949,8443.09079102276,619.1353026888107,0.0,178.38403885278095,178.38403885278098,False
963652,2,5,49.97589329857424,17.08174914452607,81643.65710159324,13,13,0.30417031506854764,0.32815001684000844,7081.490121393326,7633.434467793067,551.9443463997401,0.0,152.74233163153565,152.74233163153565,False
963652,2,6,72.15935178176551,37.119803253486225,106503.94841200179,21,21,0.48494932356250725,0.4446263860583569,17086.07309794321,17902.583812585566,816.5107146423587,0.0,248.09790235822922,248.09790235822913,False
963652,2,7,93.42337693640687,38.51364998234525,132649.00673117183,20,20,0.4844229112599953,0.6320419871318789,21345.246750339782,22133.85594679582,788.6091964560364,0.0,236.91988742670165,236.91988742670154,False
963652,2,8,75.63871570458953,54.6152069623993,106172.76941433351,21,21,0.2578219368540731,0.4717778551192485,18239.952729390876,19007.322894147263,767.3701647563852,0.0,251.29092577908426,251.29092577908426,False
963652,2,9,60.95999065249514,21.008284940265572,68175.51202735574,15,15,0.2591062942051988,0.6928401396491246,10162.886962808767,10761.703154757877,598.8161919491101,0.0,176.53715231200403,176.53715231200405,False
963652,3,0,47.14915426691297,36.793058608349114,99791.58372669523,12,12,0.37219306797389434,0.7497883616084722,6175.6471389030685,6713.416061621116,537.7689227180472,0.0,142.38677588183742,142.38677588183742,False
963652,3,1,53.829102889984604,48.3193119982023,79135.35275589232,12,12,0.26216460350051807,0.4565296094981741,7182.618396241332,7706.482844511402,523.8644482700697,0.0,143.1657306320307,143.16573063203072,False
963652,3,2,69.06506665488895,40.70742623343623,100284.98692995396,23,23,0.30522100814480585,0.612234967398266,18058.642411522644,18889.114301616035,830.4718900933898,0.0,273.4973730786796,273.4973730786796,False
963652,3,3,104.27588405228019,27.55470244229588,132251.47591899591,13,13,0.4701009494709301,0.6100941995732524,15388.642820515455,15966.868106529251,578.2252860137951,0.0,153.12138805290812,153.12138805290815,False
963652,3,4,52.06407439731678,45.98431177842893,69621.04037491874,16,16,0.3996233485032817,0.7386351614358706,9265.911051668121,9923.272820393051,657.3617687249306,0.0,190.59731562047062,190.59731562047062,False
963652,3,5,54.97348262843167,16.22766168729977,89056.29432631317,14,14,0.3541703150685476,0.4281500168400084,8439.824488342116,9026.367326772406,586.5428384302904,0.0,164.1949335424507,164.1949335424507,False
963652,3,6,79.37528695994206,33.407822928137605,124725.15226991105,22,22,0.5349493235625072,0.5446263860583569,19756.175962328438,20614.5267233049,858.3507609764634,0.0,259.7096339784994,259.7096339784993,False
963652,3,7,102.76571463004757,36.587967483227985,156107.5880198079,21,21,0.4844229112599953,0.6320419871318789,24726.928605784116,25544.48180513077,817.5531993466525,0.0,248.57007901020174,248.57007901020174,False
963652,3,8,83.20258727504849,51.884446614279334,125425.21105692603,22,22,0.3078219368540731,0.37177785511924855,21093.8994681066,21901.38659175685,807.4871236502503,0.0,263.22963394582837,263.22963394582837,False
963652,3,9,67.05598971774465,23.10911343429213,79085.66334653604,16,16,0.3091062942051988,0.5928401396491246,11979.897134128867,12614.275989883394,634.3788557545272,0.0,188.1155739103997,188.11557391039966,False
963652,4,0,51.86406969360427,40.47236446918403,105909.98810246322,13,13,0.42219306797389433,0.8497883616084722,7444.545113867378,8019.056872853168,574.5117589857904,0.0,154.6168073625363,154.6168073625363,False
963652,4,1,59.21201317898307,53.151243198022534,86368.0411137997,13,13,0.31216460350051806,0.4565296094981741,8623.654519481675,9182.20980854186,558.555289060185,0.0,155.07342708964043,155.07342708964043,False
963652,4,2,75.97157332037786,38.67205492176441,119257.44845010542,24,24,0.35522100814480584,0.712234967398266,20700.590838273984,21569.26714562699,868.6763073530038,0.0,283.9123398783354,283.91233987833533,False
963652,4,3,114.70347245750821,24.799232198066292,149342.12595701974,14,14,0.5201009494709301,0.7100941995732524,18237.839288796833,18852.029160907783,614.1898721109515,0.0,164.35447643393272,164.35447643393272,False
963652,4,4,57.270481837048465,50.58274295627183,78859.57053436589,17,17,0.4496233485032817,0.8386351614358706,10898.43678970387,11594.360980632531,695.9241909286613,0.0,202.44916069716214,202.44916069716214,False
963652,4,5,60.47083089127484,14.604895518569792,98035.99733650786,15,15,0.4041703150685476,0.5281500168400084,9998.776442973216,10621.042771549788,622.2663285765719,0.0,175.6391075665254,175.6391075665254,False
963652,4,6,87.31281565593628,36.74860522095137,145864.97905186174,23,23,0.5849493235625073,0.6446263860583569,22785.044702032697,23686.2918634034,901.2471613707025,0.0,271.28081582824325,271.2808158282432,False
