seed,step,firm_id,price,wage,capital,employees,max_employees,quality,marketing,profit,revenue,costs,inventory,production,sales,bankrupt
649554,1,0,49.32805663063884,45.86629374577917,92063.50765979566,21,21,0.4808221626421804,0.41246118941724663,11530.557029658785,12351.755403261734,821.198373602949,0.0,250.4002031896339,250.4002031896339,False
649554,1,1,71.15375713387499,53.42914695947975,76011.50919323508,19,19,0.38052611925693053,0.4919638757288166,15422.746234757531,16163.514131185986,740.7678964284547,0.0,227.16318550508183,227.16318550508186,False
649554,1,2,32.816525914261355,17.834570926177314,95433.55119539163,9,9,0.5209650475238354,0.6418694952061034,3015.534752273024,3483.1069802715697,467.5722279985456,0.0,106.13880912841802,106.13880912841802,False
649554,1,3,71.59405532441615,45.6741389121439,104907.32906238288,20,20,0.3581813921340207,0.4679647720703196,16268.943091485247,17029.877083369858,760.9339918846102,0.0,237.86719450660945,237.8671945066095,False
649554,1,4,41.18033257094962,35.227994848213584,81268.55927995955,17,17,0.3920670870658025,0.6378949560142727,7610.939760978932,8292.639359767501,681.6995987885689,0.0,201.37378311552266,201.37378311552263,False
649554,1,5,45.5389495777896,54.6520574030243,54825.74778469315,12,12,0.5489768925128237,0.27323803874143693,5984.295039409195,6550.976480854596,566.6814414454013,0.0,143.85436075252952,143.8543607525295,False
649554,1,6,48.56306748095052,53.86987479192798,66858.59589300191,10,10,0.2798071697327444,0.6321479422457256,5341.919439964954,5814.901671302082,472.98223133712816,0.0,119.73917573437981,119.73917573437984,False
649554,1,7,54.854360715817116,37.76420886309703,61557.37572681117,9,9,0.25143952919219126,0.2870995205851044,5420.832170612172,5861.407474234076,440.57530362190425,0.0,106.853992968766,106.85399296876601,False
649554,1,8,70.12534400315481,26.76810691440762,70054.0382860562,11,11,0.5386173691196944,0.4176078585498506,8580.802934959604,9110.617677522981,529.8147425633772,0.0,129.91904434883216,129.91904434883216,False
649554,1,9,29.125283277362755,31.22633466482606,71610.82650796091,9,9,0.37796569737343927,0.3923410337168032,2645.9836343155816,3099.005322843772,453.02168852819034,0.0,106.4025813356615,106.4025813356615,False
649554,2,0,54.26086229370273,50.452923120357084,103517.25958298876,22,22,0.5308221626421804,0.5124611894172466,13363.716231841083,14227.302681037003,863.5864491959196,0.0,262.2019274966104,262.2019274966104,False
649554,2,1,78.2691328472625,58.772061655427734,91964.9201386404,20,20,0.4305261192569305,0.5919638757288166,17928.852178513906,18709.857693159713,781.0055146458085,0.0,239.04516394312014,239.04516394312014,False
649554,2,2,36.09817850568749,19.618028018795048,98183.05310975507,10,10,0.5709650475238355,0.7418694952061033,3745.6821945514203,4248.248676060154,502.5664815087338,0.0,117.68595679670696,117.68595679670696,False
649554,2,3,78.75346085685777,50.241552803358296,121910.48501224523,21,21,0.4081813921340207,0.5679647720703196,18858.228558732913,19659.387814471633,801.1592557387181,0.0,249.63204918961614,249.6320491896162,False
649554,2,4,45.29836582804459,38.750794333034946,88699.10998292155,18,18,0.4420670870658025,0.7378949560142727,8928.065000956758,9648.206678196819,720.1416772400598,0.0,212.992378462879,212.99237846287903,False
649554,2,5,50.09284453556857,60.11726314332674,60445.49278684952,13,13,0.5989768925128237,0.3732380387414369,7201.269423019653,7806.284410433556,605.0149874139031,0.0,155.83631719877042,155.83631719877042,False
649554,2,6,53.41937422904558,59.25686227112078,71934.83694032904,11,11,0.3298071697327444,0.7321479422457255,6528.066532309499,7034.882552637397,506.8160203278973,0.0,131.69159418592253,131.6915941859225,False
649554,2,7,60.33979678739883,41.54062974940674,67026.1945053252,10,10,0.30143952919219125,0.38709952058510444,6684.225076008066,7157.210537110875,472.9854611028087,0.0,118.61509183281778,118.61509183281777,False
649554,2,8,77.1378784034703,29.444917605848385,79253.33478032274,12,12,0.5886173691196944,0.5176078585498506,10352.6355055368,10919.060808492317,566.4253029555158,0.0,141.55251653902224,141.55251653902226,False
649554,2,9,32.03781160509903,34.348968131308666,73765.6007096941,10,10,0.42796569737343926,0.49234103371680316,3298.2638830462683,3785.116598689096,486.85271564282755,0.0,118.14529173667623,118.14529173667623,False
